stratum,horizon_seasons,method,groups,windows,spatial_blocks,mae,mape_percent,psnr_db,sam_degrees
class:conifer,2,seasonal_median,128,16,15,0.0104631510403123,13.539563491940498,36.52178929267996,3.2029354590922594
class:conifer,2,shared_residual_ssm,128,16,15,0.0101069466327317,13.064019709825516,36.79133940612101,3.129255899228156
class:conifer,2,transformer_h16,128,16,15,0.0103237668845395,13.568144522607328,36.66507235215373,3.2193818651139736
class:conifer,2,transformer_h8,128,16,15,0.0101483034923148,13.266533359885216,36.79939587077766,3.268984219059348
class:conifer,2,validation_selected_gru,128,16,15,0.0099316486066527,12.69423582404852,37.029811030240886,3.129747216589749
class:conifer,2,validation_selected_physical,128,16,15,0.0108614639466395,15.521795626729729,36.57369481781171,3.344814074225724
class:conifer,2,validation_selected_transformer,128,16,15,0.0101483034923148,13.266533359885216,36.79939587077766,3.268984219059348
class:conifer,4,forest_conditioned_gru,128,16,15,0.0103571256549912,12.696310017257929,36.65307983626411,3.275026076473296
class:conifer,4,forest_conditioned_ssm,128,16,15,0.0104101737924793,13.09250082075596,36.57542501470169,3.193413938395679
class:conifer,4,gru_h16,128,16,15,0.0106047943118028,13.588764622807505,36.453993973179365,3.2875151708722115
class:conifer,4,gru_h8,128,16,15,0.0103571256549912,12.696310017257929,36.65307983626411,3.275026076473296
class:conifer,4,last_observation,128,16,15,0.0134416399014298,19.490836285054684,34.939271077662724,4.0176216792315245
class:conifer,4,presto_frozen,128,16,15,0.0105668787946342,13.6126998513937,36.50774831423252,3.253318391740322
class:conifer,4,seasonal_median,128,16,15,0.0106876072095474,13.455207489430904,36.358464877181056,3.227683188393712
class:conifer,4,shared_residual_ssm,128,16,15,0.0104101737924793,13.09250082075596,36.57542501470169,3.193413938395679
class:conifer,4,transformer_h16,128,16,15,0.010545906592597,13.496975228190422,36.51010270981317,3.243995126336813
class:conifer,4,transformer_h8,128,16,15,0.0104641651450947,13.137227796018124,36.51687741564864,3.32485113106668
