candidate,baseline,stratum,horizon_seasons,groups,windows,spatial_blocks,mae_gain,mae_ci_low,mae_ci_high,mae_win_fraction,mape_gain,mape_ci_low,mape_ci_high,mape_win_fraction,psnr_gain,psnr_ci_low,psnr_ci_high,psnr_win_fraction,sam_gain,sam_ci_low,sam_ci_high,sam_win_fraction
forest_conditioned_gru,shared_residual_ssm,broadleaf,4,128,16,15,0.0004684116924181,0.0002289626800726,0.0007041160911709,0.625,0.2611166675885518,0.0383119031786918,0.4787600882848102,0.609375,0.4175251707227375,0.2469604726565295,0.5906139376630206,0.6328125,0.1283412118752797,0.0556440711518128,0.2021400107691685,0.609375
forest_conditioned_gru,shared_residual_ssm,conifer,4,128,16,15,5.913229542784393e-05,-0.0001553817906339,0.0002372257914976,0.5546875,0.4284341176350911,0.0694289035598437,0.8233304383357363,0.546875,0.0844445345418734,-0.0446624263734058,0.2348756574275688,0.5390625,-0.0758558372656504,-0.1779176953434944,0.0247033230960367,0.40625
forest_conditioned_gru,shared_residual_ssm,bamboo,4,128,16,16,0.0003534541501721,0.0001495362215791,0.0005571079000219,0.640625,0.1550950780510902,-0.2336937073618173,0.505649578012526,0.578125,0.3634481108449378,0.2626701266064096,0.468898729692732,0.6953125,0.0987295554950833,0.0300504076527431,0.1649685144657269,0.5859375
forest_conditioned_gru,forest_conditioned_ssm,overall,1,384,48,43,0.0002547098888181,0.0001553069124489,0.0003451909660429,0.671875,0.2380312320797942,0.0917859312753344,0.3946788400931412,0.5885416666666666,0.2293730513694797,0.1659220872288191,0.2930556480773615,0.7005208333333334,0.0392471513775892,0.0048880885073611,0.0717317246637025,0.5911458333333334
forest_conditioned_gru,forest_conditioned_ssm,broadleaf,1,128,16,15,0.0003313209337648,0.0002077141335272,0.0004588967013599,0.671875,0.150555404027303,0.0099671630064646,0.2808324374755223,0.5859375,0.2605287685715574,0.186122967284823,0.3366557678078921,0.71875,0.0653654590249061,0.0133901477977633,0.1121672544255852,0.625
forest_conditioned_gru,forest_conditioned_ssm,conifer,1,128,16,15,0.0001821369922254,-1.6943433098883055e-05,0.0003580366858417,0.671875,0.3424474934736887,0.0156432130932807,0.7013336243728796,0.59375,0.2421985300118298,0.1020798325488461,0.3869858042243549,0.671875,0.0100489482283592,-0.0559693100427587,0.0718896188338597,0.515625
forest_conditioned_gru,forest_conditioned_ssm,bamboo,1,128,16,16,0.000279536772723,0.0001255492747986,0.0004124339344343,0.671875,0.244171280413866,0.017455419152975,0.4723295112140476,0.5859375,0.2045488186281064,0.1096976719120101,0.284456943985229,0.7109375,0.0499790199100971,0.0007749170064926,0.0970808155834674,0.6328125
forest_conditioned_gru,forest_conditioned_ssm,overall,2,384,48,43,0.000248348026003,0.000149508656233,0.0003349936931552,0.6432291666666666,0.2599609986294147,0.1104813351360864,0.4174786485558332,0.578125,0.2352151462686516,0.1724813208618112,0.3004011140078937,0.703125,0.0481456526836683,0.0106084909549979,0.0839252387844892,0.5677083333333334
forest_conditioned_gru,forest_conditioned_ssm,broadleaf,2,128,16,15,0.0003341251576784,0.0002469709154684,0.0004244712924022,0.6328125,0.1683835883935292,0.0405356962482134,0.2805891642967859,0.578125,0.2542775550613532,0.1782680527942862,0.3376673424904595,0.734375,0.0956644361217816,0.0508816078677773,0.1364219541102646,0.6328125
forest_conditioned_gru,forest_conditioned_ssm,conifer,2,128,16,15,0.0001803326624212,-1.3890711319011945e-05,0.0003385256369801,0.6484375,0.396371461947759,0.0671074426670869,0.7597987336913741,0.5703125,0.2405842946197104,0.1045542777893505,0.384876613327973,0.65625,0.0055324067672093,-0.0699890971680482,0.0779901119569937,0.515625
